dataset,level,element
New Compound,4,Treatment
New Compound,4,Follow-up
New Compound,4,Data Management
New Compound,4,Data analysis
New Compound,4,Study Report1.10
New Compound,2,Phase II Clinical Study Program
New Compound,3,Multiple Dose Efficacy Study(ies)
New Compound,3,Other Clinical Study(ies)
New Compound,2,Phase III Clinical Study Program
New Compound,3,Pivotal Registration Study(ies)
New Compound,3,Other Clinical Study(ies)
New Compound,2,Submission/Launch Phase
New Compound,3,Pre-Launch preparation
New Compound,3,Launch
New Compound,3,Post-Launch Support
New Compound,2,Phase IV/Commercialization Clinical Study Program
New Compound,3,Investigator-Sponsored Studies
New Compound,3,Registry Studies
New Compound,2,Legal Support
New Compound,3,Publications
New Compound,3,Patents/Intellectual Property
New Compound,3,Trademarks
New Compound,3,Other Legal Support
New Compound,2,Program Management Support
New Compound,3,Program-Level Project Management
New Compound,3,Preclinical Project Management
New Compound,3,Clinical Project Management
New Compound,3,CM&C Project Management
New Compound,3,Other Project Management Support
Process Improvement,1,WBS for Process Improvement Project
Process Improvement,2,Phase 1:  Research and Recommendations
Process Improvement,3,Phase 1 Charter
Process Improvement,3,Project Management Plans for Phase 1
Process Improvement,3,Research
Process Improvement,4,"Documentation of the ""State of the Art"""
Process Improvement,5,Document Search
Process Improvement,5,Consultation with Experts
Process Improvement,5,Benchmarking
Process Improvement,5,Product and Software Review
Process Improvement,4,Documentation of the Current State in the Subject Organization
Process Improvement,5,Interviews
Process Improvement,5,Surveys
Process Improvement,5,Statistical Analysis
Process Improvement,5,Flow Charts of Current Processes
Process Improvement,3,Identification of Improvement Needs
Process Improvement,4,Determination of Desired State (Vision Statement)
Process Improvement,4,Gap Analysis
Process Improvement,4,Most Likely Solutions 
Process Improvement,5,Brainstorming
Process Improvement,5,Statistical Analysis
Process Improvement,5,Flow Charts of Desired Processes
Process Improvement,3,Recommendations
Process Improvement,4,Recommendation 1
Process Improvement,5,Draft Charter
Process Improvement,5,Estimated Cost
Process Improvement,4,Recommendation 2
Process Improvement,5,Draft Charter
Process Improvement,5,Estimated Cost
Process Improvement,4,Recommendation 3
Process Improvement,5,Draft Charter
Process Improvement,5,Estimated Cost
Process Improvement,2,Phase 2: Implementation of Approved Recommendation (This portion of the WBS is repeated for each approved recommendation)
Process Improvement,3,Recommendation x Charter (approved and amended version of the draft from 1.1.5)
Process Improvement,3,Project Management Plans for Phase 2 (seven plans
Process Improvement,3,Process Documentation
Process Improvement,4,Draft process (policy
Process Improvement,4,Review
Process Improvement,4,Revision (1.2.3.2 and 1.2.3.3 are iterative—repeat until there is consensus)
Process Improvement,4,Publication
Process Improvement,5,Hardcopy
Process Improvement,5,Internet or Intranet
Process Improvement,5,Other
Process Improvement,3,Tools (software
Process Improvement,4,Design
Process Improvement,4,Build
Process Improvement,4,Test
Process Improvement,4,Revision (1.2.4.3 and 1.2.4.4 are iterative—repeat until the product meets its goals)
Process Improvement,4,Implementation
Process Improvement,3,Training
Process Improvement,4,Instructors
Process Improvement,5,Hiring
Process Improvement,5,Training (“Train the Trainers”)
Process Improvement,4,Development
Process Improvement,5,Draft Training Materials
Process Improvement,5,Review and Pilot
Process Improvement,5,Revision (1.2.5.2.2 and 1.2.5.2.3 are iterative—repeat until the class meets its goals)
Process Improvement,4,Delivery
Process Improvement,2,Phase 3: Evaluation
Process Improvement,3,Project Management Plans for Phase 3 (seven plans
Process Improvement,3,Documentation of the New State in the Subject Organization
Process Improvement,4,Interviews
Process Improvement,4,Surveys
Process Improvement,4,Statistical Analysis
Process Improvement,4,Flow Charts of New Processes
Process Improvement,3,Identification of Deficiencies
Process Improvement,4,Flow Charts of Desired Processes (from 1.4.3.3)
Process Improvement,4,Gap Analysis
Process Improvement,3,Recommendations for New Projects
Process Improvement,4,Recommendation 1
Process Improvement,5,Draft Charter
Process Improvement,5,Estimated Cost
Process Improvement,4,Recommendation 2
Process Improvement,5,Draft Charter
Process Improvement,5,Estimated Cost
Process Improvement,4,Recommendation n
Process Improvement,5,Draft Charter
Process Improvement,5,Estimated Cost
Factory Construction,1,WBS for Process Plant Construction Project
Factory Construction,2,Plant System Design
Factory Construction,3,Business requirements
Factory Construction,4,System Engineering
Factory Construction,4,Site Development
Factory Construction,4,Civil Structures
Factory Construction,4,Thermal Systems
Factory Construction,4,Flow Systems
Factory Construction,4,Storage Systems
Factory Construction,4,Electrical Systems
Factory Construction,4,Mechanical Systems
Factory Construction,4,Environmental Systems
Factory Construction,4,Instrumentation and Control Systems
Factory Construction,4,Auxiliary Systems
Factory Construction,4,Security Systems
Factory Construction,3,Process Models
Factory Construction,4,System Engineering
Factory Construction,4,Site Development
Factory Construction,4,Civil Structures
Factory Construction,4,Thermal Systems
Factory Construction,4,Flow Systems
Factory Construction,4,Storage Systems
Factory Construction,4,Electrical Systems
Factory Construction,4,Mechanical Systems
Factory Construction,4,Environmental Systems
Factory Construction,4,Instrumentation and Control Systems
Factory Construction,4,Auxiliary Systems
Factory Construction,4,Safety systems
Factory Construction,2,Construction
Factory Construction,3,Site Development
Factory Construction,3,Civil Structures
Factory Construction,3,Thermal Systems
Factory Construction,3,Flow Systems
Factory Construction,3,Storage Systems
Factory Construction,3,Electrical Systems
Factory Construction,3,Mechanical Systems
Factory Construction,3,Instrument and Control Systems
Factory Construction,3,Environmental Systems
Factory Construction,3,Temporary Structure
Factory Construction,3,Auxiliary Systems
Factory Construction,3,Safety Systems
Factory Construction,2,Legal and Regulatory
Factory Construction,3,Licensing (Non-Government)/Permitting (government)
Factory Construction,4,Licensing (Non-Government)
Factory Construction,5,Roofing
Factory Construction,5,Electric
Factory Construction,5,Plumbing
Factory Construction,5,Commercial Signs
Factory Construction,5,Elevators
Factory Construction,5,Steam/Hot Water Boilers
Factory Construction,5,Air Conditioning
Factory Construction,5,Commercial Fire Suppression Systems
Factory Construction,5,Forced Air Furnaces/Ventilation
Factory Construction,5,Water Heaters and Gas Lines
Factory Construction,4,Permitting (Government)
Factory Construction,5,Application
Factory Construction,5,Acceptance Criteria
Factory Construction,5,Issuance of License
Factory Construction,3,Environmental Impact
Factory Construction,4,Preliminary Assessment
Factory Construction,4,Impact Review
Factory Construction,4,Magnitude Assessment
Factory Construction,4,Mitigation Plan
Factory Construction,3,Labor Agreements
Factory Construction,4,Agreement
Factory Construction,4,Collective Bargaining
Factory Construction,4,Agreement Finalization
Factory Construction,3,Land Acquisition
Factory Construction,4,Available Property
Factory Construction,4,Local Government Zoning Rights/Restrictions
Factory Construction,4,Price Comparisons
Factory Construction,4,Professional Survey
Factory Construction,4,Financing
Factory Construction,3,Other Legal/Regulatory Requirements
Factory Construction,2,Testing
Factory Construction,3,System Test
Factory Construction,4,System Test Plans and Procedures
Factory Construction,4,System Testing
Factory Construction,3,Acceptance Test
Factory Construction,4,Acceptance Test Plans
Factory Construction,4,Acceptance Testing
Factory Construction,4,Formal Acceptance
Factory Construction,2,Startup
Factory Construction,2,Project Management
Outsourcing Project,1,WBS for Outsourcing Project
Outsourcing Project,3,Needs Analysis
Outsourcing Project,3,Needs Analysis 
Outsourcing Project,4,Feasibility Study
Outsourcing Project,4,Historical Information
Outsourcing Project,3,Definition and Baseline Requirements
Outsourcing Project,4,Project Approach Strategy
Outsourcing Project,4,High-Level Project Plan
Outsourcing Project,4,Cost Estimates
Outsourcing Project,4,Scope Statement
Outsourcing Project,3,Specifications
Outsourcing Project,3,High-Level Statement of Work
Outsourcing Project,2,Market Analysis
Outsourcing Project,3,Internal Capability Plus Cost
Outsourcing Project,3,Qualified Vendors
Outsourcing Project,3,RFI (Information)
Outsourcing Project,3,RFI Submissions
Outsourcing Project,3,Decision Analysis (Includes Make/Buy)
Outsourcing Project,2,Request for Proposal (RFP)
Outsourcing Project,3, RFP Development
Outsourcing Project,4,Solution Criteria
Outsourcing Project,4,Background and General Scope of Work
Outsourcing Project,4,Priorities/Requirements
Outsourcing Project,4,Type of Solution Sought
Outsourcing Project,4,Maintenance and Support; Warranty; Training
Outsourcing Project,3,Acceptance Requirements
Outsourcing Project,3,Schedule
Outsourcing Project,3,Budget
Outsourcing Project,3, RFP Package
Outsourcing Project,4, Instructions for Preparation/Delivery of Submissions
Outsourcing Project,4, Evaluation Criteria
Outsourcing Project,4, Site Inspection Requirements
Outsourcing Project,4, Withdrawal or Modifications of Proposals
Outsourcing Project,4,Responsibility for Proposal Costs
Outsourcing Project,2,Solicitation
Outsourcing Project,3,RFP Issuance
Outsourcing Project,3,Bids
Outsourcing Project,3,Bidder Conference
Outsourcing Project,3,RFP submissions/Receipt
Outsourcing Project,3,Response Evaluation
Outsourcing Project,3,Vendor Criteria Matrix
Outsourcing Project,3,Scorecard
Outsourcing Project,3,Vendor Qualification
Outsourcing Project,4,Prior Experience
Outsourcing Project,4,Available Vendor Resources/Available Time
Outsourcing Project,4,Quality references 
Outsourcing Project,3,Vendor Award 
Outsourcing Project,4,Management Approvals
Outsourcing Project,4,Legal Review and Approvals
Outsourcing Project,3,Letter of Intent (LOI)
Outsourcing Project,2,Contract
Outsourcing Project,3,Master Agreement
Outsourcing Project,4,Contract Negotiation
Outsourcing Project,4,Finalized Terms and Conditions
Outsourcing Project,4,Finalized Scope/Schedule/Cost
Outsourcing Project,3,Contract Orders/Task Orders/CSOWs
Outsourcing Project,4,Specific Deliverables
Outsourcing Project,4,Identified Resources
Outsourcing Project,4,Defined SLAs
Outsourcing Project,4,Defined Acceptance Criteria
Outsourcing Project,4,Defined Performance Measures
Outsourcing Project,4,Issued PO/Task Order
Outsourcing Project,3,Executed Agreement/Signed Contract
Outsourcing Project,2,Task Order/Contract Order SOW
Outsourcing Project,2,Project Management
Software Development,1,WBS for Software Implementation Project 
Software Development,2,Project Management
Software Development,2,Product Requirements
Software Development,3,Software Requirements
Software Development,4,Draft Software Requirements
Software Development,4,Final Software Requirements
Software Development,4,Software Requirements Approval
Software Development,3,User Documentation
Software Development,4,Draft User Documentation
Software Development,4,Final User Documentation
Software Development,4,User Documentation Approval
Software Development,3,Training Program Materials
Software Development,4,Initial Training Requirements
Software Development,4,Initial Training Materials
Software Development,4,Trial Course Delivery
Software Development,3,Hardware
Software Development,4,Draft Hardware Requirements
Software Development,4,Final Hardware Requirements
Software Development,4,Hardware Requirements Approval
Software Development,3,Implementation & Future Support
Software Development,2,Detail Software Design
Software Development,3,Initial Software Design
Software Development,3,Final Software Design
Software Development,3,Software Design Approval
Software Development,2,System Construction
Software Development,3,Configured Software
Software Development,3,Customized User Documentation
Software Development,3,Customized Training Program Materials
Software Development,3,Installed Hardware
Software Development,3,Implementation & Future Support
Software Development,2,Test
Software Development,3,System Test Plan
Software Development,3,System Test Cases
Software Development,3,System Test Results
Software Development,3,Acceptance Test Plan
Software Development,3,Acceptance Test Cases
Software Development,3,Acceptance Test Results
Software Development,3,Approved User Documentation
Software Development,2,Go Live
Software Development,2,Support
Software Development,3,Training
Software Development,3,End User Support
Software Development,3,Product Support
Telecom,1,WBS for Telecom Project
Telecom,2,Concept/Feasibility
Telecom,3,Concept
Telecom,3, Marketing Analysis
Telecom,3,Market Plan
Telecom,3,Technical Analysis
Telecom,3,Product Scope Definition
Telecom,3,Prototype
Telecom,2,Requirements
Telecom,3,End-User Requirements
Telecom,3,Application Requirements
Telecom,3,Infrastructure (Systems) Requirements
Telecom,3,Operations/Maintenance Requirements
Telecom,3,Service Requirements
Telecom,2,Go/No Go Decision
Telecom,3,Prototype Review
Telecom,3,Financial Review 
Telecom,3,Schedule Review
Telecom,3,Technical Capabilities Review
Telecom,3,Financial Commitment Review
Telecom,3,Go/No-Go Decision 
Telecom,2,Development
Telecom,3,End-User Systems
Telecom,3,Application
Telecom,3,Infrastructure Systems
Telecom,3,Network
Telecom,3,Operations/Maintenance Systems
Telecom,3,Service Plan
Telecom,2,Testing
Telecom,3,Test Plans
Telecom,3,Tests
Telecom,3,Results
Telecom,3,Corrective Actions 
Telecom,3,Retests
Telecom,3,Retest Results
Telecom,2,Deployment
Telecom,3,Trial in a Non-Penalty Environment
Telecom,3,First Action Site
Telecom,3,Deployment 
Telecom,2,Life-cycle Support
Telecom,3,Customer Training & Education
Telecom,3,Turnover to Customer
Telecom,3,Customer Acceptance
Telecom,3,Support & Maintenance
Telecom,2,Project Management
Web Design,1,WBS for Web Design Project
Web Design,2,Planning 
Web Design,3,Product Definition
Web Design,3,Stakeholder Approval
Web Design,2,Definition
Web Design,3,Requirements Development
Web Design,4,Business Requirements Development
Web Design,4,System Requirements Development
Web Design,3,Conceptual Design Development
Web Design,4,Conceptual Data Design
Web Design,4,Conceptual Process Design
Web Design,3,Architectural Design Development
Web Design,4,Web Design Methods Evaluation
Web Design,4,Web Design Method Selection
Web Design,3,Bill of Materials (BoM) Creation
Web Design,3,Resource Procurement
Web Design,4,Human Resources Procurement
Web Design,4,Hardware Procurement
Web Design,4,Software Procurement
Web Design,4,Telecommunications Procurement
Web Design,2,Construction
Web Design,3,Detailed Design Development
Web Design,4,Data Design
Web Design,4,Business Logic Design
Web Design,4,User Interface Design
Web Design,4,Internal Design Standards Consultation
Web Design,4,Industry Design Standards Consultation
Web Design,3,High-Level Test Plan Development
Web Design,3,System Components—Code
Web Design,4,Database Components
Web Design,4,Code/Logic Components
Web Design,4,Web GUI Interface Components
Web Design,3,System Installation (Configure)
Web Design,2,Testing
Web Design,3,Testing Execution
Web Design,4,System Test
Web Design,4,User Acceptance Test
Web Design,4,Performance Test
Web Design,3,Analyze Defects/Correct
Web Design,3,Production Readiness Verification
Web Design,2,Deployment
Web Design,3,Transition
Web Design,4,Support Personnel Training
Web Design,4,Support Procedures Documentation
Web Design,4,Software
Web Design,4,Hardware
Web Design,3,Legacy System Decommissioning
Web Design,2,Project Management
